Equipment Familiarity,Struggling with unfamiliar equipment.,It's challenging to work efficiently with unfamiliar tools.,"Difficulty using tools and equipment that are not well-known, leading to inefficiency and frustration.","Feeling: frustration, anxiety, inadequacy","Leading to: increased errors, decreased productivity, wasted resources","Creates perception of being: inefficient, unproductive, unprofessional",Technology,"technology adaptation challenges, inefficiency, decreased productivity","assistive technology, training programs, clear communication"
Walking Difficulties,Tripping while walking.,I often trip and feel embarrassed.,"Frequent tripping when walking, causing embarrassment and potential injury.","Feeling: embarrassment, anxiety, insecurity","Leading to: increased absenteeism, higher turnover rates, increased operational costs","Creates perception of being: unreliable, distracted, unprofessional",Physical,"mobility challenges, safety concerns, accessibility","safety training, physical conditioning, environmental modifications"
Sensory Input Sensitivity,Difficulty working without ideal sensory conditions.,I struggle to work if the environment isn't right for my senses.,"Inability to work effectively if sensory input (e.g., noise, light) is not optimal.","Feeling: overwhelm, stress, frustration","Leading to: decreased productivity, increased absenteeism, reduced employee retention","Creates perception of being: distracted, overwhelmed, unapproachable",Sensory & focus,"sensory challenges, sensory overload, environmental and ergonomic issues","noise management, comfort and ergonomics, environmental modifications"
Mental Maths Difficulty,Difficulty with mental arithmetic.,I find it hard to do maths in my head.,"Struggles with performing mathematical calculations mentally, impacting efficiency.","Feeling: inadequacy, frustration, stress","Leading to: increased errors, inefficiency, missed deadlines","Creates perception of being: inefficient, unproductive, underperforming",Mental & emotional,"attention issues, cognitive challenges, decreased productivity","cognitive support, daily planning, task management"
Dislike for Numbers,Not enjoying working with numbers.,I don't like dealing with numbers at work.,"Lack of enthusiasm for tasks involving numerical data, affecting performance.","Feeling: apathy, frustration, disengagement","Leading to: decreased motivation, increased errors, lower morale","Creates perception of being: disengaged, unmotivated, inefficient",Mental & emotional,"performance issues, decreased productivity, job dissatisfaction","mentorship programs, task management, professional development"
Spelling Error Awareness,Not noticing spelling mistakes.,I often miss my own spelling errors.,"Failure to detect spelling mistakes in written work, leading to errors and communication issues.","Feeling: embarrassment, frustration, insecurity","Leading to: decreased quality of work, increased errors, reduced reputation","Creates perception of being: inattentive, unprofessional, unreliable",Mental & emotional,"attention issues, communication barriers, performance issues","assistive technology, cognitive support, organisational tools"
Maths Concept Understanding,Difficulty with mathematical concepts like fractions.,Maths concepts like fractions confuse me.,"Struggles to understand mathematical concepts, impacting ability to perform related tasks.","Feeling: confusion, inadequacy, frustration","Leading to: increased errors, decreased productivity, missed deadlines","Creates perception of being: inefficient, inattentive, underperforming",Mental & emotional,"cognitive challenges, attention issues, performance issues","cognitive support, professional development, task management"
Graphs Comprehension,Difficulty understanding graphs and graphics.,I don't understand graphs and graphics well.,Inability to interpret visual data representations like graphs and graphics.,"Feeling: confusion, frustration, inadequacy","Leading to: decreased productivity, increased errors, poor decision making","Creates perception of being: inattentive, inefficient, underperforming",Mental & emotional,"cognitive challenges, comprehension difficulties, visual discomfort","professional development, visual planning, cognitive support"
Tables Comprehension,Difficulty understanding data tables.,I find data tables hard to understand.,"Struggles with interpreting information presented in tables, affecting data analysis.","Feeling: confusion, frustration, inadequacy","Leading to: increased errors, decreased productivity, poor decision making","Creates perception of being: inattentive, inefficient, underperforming",Mental & emotional,"cognitive challenges, comprehension difficulties, information management issues","professional development, visual planning, cognitive support"
Workplace Stigma,Facing stigma in the work environment.,I'm stigmatised and it affects my work life.,"Dealing with stigma at work can impact morale and productivity, causing feelings of alienation and lowering engagement.","Feeling: alienation, embarrassment, stress","Leading to: decreased motivation, increased absenteeism, lower employee engagement","Creates perception of being: detached, defensive, underperforming",Social & communication,"discrimination, exclusion, workplace culture issues","awareness training, equal opportunity, emotional support"
Frequent Falls,Experiencing frequent falls at work.,My frequent falls make me feel clumsy.,"Frequent falls can cause physical harm and create a sense of insecurity, affecting confidence and leading to anxiety about moving around the workplace.","Feeling: anxiety, embarrassment, insecurity","Leading to: increased operational costs, higher turnover rates, reduced employee retention","Creates perception of being: unreliable, inattentive, underperforming",Physical,"mobility challenges, accidents, physical barriers","safety training, emergency preparedness, physical conditioning"
Resistance to New Tools,Disliking the learning curve for new tools.,Learning new tools frustrates me.,"Struggling to adapt to new tools can hinder efficiency and lead to frustration, reducing overall productivity and increasing resistance to change.","Feeling: frustration, anxiety, stress","Leading to: decreased productivity, increased errors, greater resistance to change","Creates perception of being: resistant to feedback, disengaged, inefficient",Technology,"technology adaptation challenges, performance issues, inefficiency","assistive technology, training programs, cognitive support"
Low Productivity,Experiencing reduced productivity and performance.,My productivity and performance are low.,"Decreased productivity can result from various factors, impacting overall work output and increasing stress and dissatisfaction among employees.","Feeling: stress, frustration, inadequacy","Leading to: missed deadlines, decreased collaboration, reduced competitive advantage","Creates perception of being: unmotivated, disengaged, underperforming",Mental & emotional,"decreased productivity, performance issues, burnout","productivity tools, workflow automation, time management"
Frequent Rereading,Needing to reread text frequently for comprehension.,I have to reread to understand.,"Frequently rereading text to comprehend it can slow down work processes and cause frustration, impacting productivity and increasing task completion times.","Feeling: frustration, stress, confusion","Leading to: inefficiency, increased errors, reduced customer satisfaction","Creates perception of being: inattentive, inefficient, underperforming",Sensory & focus,"attention issues, comprehension difficulties, learning difficulties","cognitive support, alternative communication, memory training"
Extra Practice Needed,Requiring significant practice to master tasks.,I need a lot of practice to get things right.,"Needing extra practice to master tasks can be time-consuming and may lead to feelings of inadequacy and stress, affecting confidence and work performance.","Feeling: inadequacy, stress, frustration","Leading to: increased operational costs, lower employee engagement, reduced competitive advantage","Creates perception of being: inefficient, underperforming, unprofessional",Mental & emotional,"skill development, performance anxiety, learning difficulties","skills workshops, mentorship programs, professional development"
Presentation Practice,Needing to practice extensively before presentations.,I must practice a lot before presenting.,"Extensive practice before presentations is necessary to ensure clarity and confidence, which can be time-consuming and cause anxiety about public speaking.","Feeling: anxiety, stress, apprehension","Leading to: missed deadlines, decreased collaboration, reduced competitive advantage","Creates perception of being: nervous, unprofessional, unprepared",Social & communication,"performance anxiety, communication anxiety, presentation difficulties","stress management, communication tools, public speaking workshops"
Initial Reading Struggle,Difficulty understanding text without multiple readings.,I need to read things several times to understand.,"Struggling to understand text without multiple readings can hinder learning and slow down work progress, leading to frustration and reduced efficiency.","Feeling: frustration, confusion, stress","Leading to: inefficiency, increased errors, reduced productivity","Creates perception of being: inattentive, inefficient, unfocused",Sensory & focus,"attention issues, comprehension difficulties, learning difficulties","cognitive support, alternative communication, memory training"
Equipment Usage Issues,Inability to use new equipment effectively.,I often can't use new equipment properly.,"Difficulty in using new equipment can lead to inefficiencies and errors, causing frustration and reducing overall productivity and workplace satisfaction.","Feeling: frustration, inadequacy, stress","Leading to: increased errors, decreased productivity, increased operational costs","Creates perception of being: inefficient, unprofessional, unreliable",Technology,"technology adaptation challenges, performance issues, inefficiency","assistive technology, training programs, cognitive support"
Repeated Reading Required,Needing to read multiple times for comprehension.,I have to read things over and over.,"Having to read text multiple times to understand it can slow down work tasks, causing frustration and reducing overall efficiency and productivity.","Feeling: frustration, stress, confusion","Leading to: inefficiency, increased errors, reduced customer satisfaction","Creates perception of being: inattentive, inefficient, underperforming",Sensory & focus,"attention issues, comprehension difficulties, learning difficulties","cognitive support, alternative communication, memory training"
Procrastination,Delaying tasks due to perceived difficulty.,I put things off because I think they'll be tough.,Frequently postponing tasks can lead to missed deadlines and increased stress.,"Feeling: anxiety, guilt, stress","Leading to: increased errors, missed deadlines, wasted resources","Creates perception of being: inefficient, unreliable, unmotivated",Mental & emotional,"procrastination, anxiety, task management difficulties","time management, stress management, daily planning"
Need for Therapy,Requiring professional mental health support such as therapy or counselling.,I need professional help like therapy or counselling.,Regular therapy or counselling sessions are necessary to maintain mental health and cope with workplace stressors.,"Feeling: stress, anxiety, overwhelm","Leading to: increased absenteeism, decreased productivity, lower employee engagement","Creates perception of being: withdrawn, unapproachable, emotionally unstable",Mental & emotional,"mental health, stress, emotional distress","mental health support, emotional support, support networks"
Perceived Difficulty,Worrying that colleagues find them difficult to work with.,I worry colleagues find me hard to work with.,Constant concern about being perceived negatively can cause stress and hinder effective collaboration and communication.,"Feeling: anxiety, insecurity, stress","Leading to: increased conflict, decreased collaboration, poor communication","Creates perception of being: defensive, disengaged, aloof",Social & communication,"social difficulties, anxiety, communication barriers","clear communication, awareness training, peer reviews"
Cultural Isolation,"Immigrant or minority workers feeling isolated, misunderstood, or excluded.",I feel isolated and misunderstood as a minority.,"Workers from minority cultures may experience feelings of isolation and exclusion, impacting their integration and job satisfaction.","Feeling: isolation, alienation, anxiety","Leading to: increased turnover rates, lower employee engagement, decreased productivity","Creates perception of being: withdrawn, detached, disengaged",Social & communication,"cultural misunderstandings, exclusion, isolation","awareness training, inclusive hiring, equal opportunity"
Identity Impact,External issues impacting one’s sense of identity and work performance.,External issues affect my self-identity and work.,"Personal issues outside of work can affect self-identity, leading to decreased focus, motivation, and overall performance in the workplace.","Feeling: inadequacy, stress, unhappiness","Leading to: decreased productivity, higher absenteeism, lower morale","Creates perception of being: distracted, demotivated, unmotivated",Mental & emotional,"mental health, decreased productivity, stress","emotional support, professional counselling, stress management"
Performance and Attendance,Struggling to perform optimally and maintain consistent attendance.,I struggle to keep up with work and attendance.,Difficulty in maintaining optimal performance and regular attendance can result from various physical or mental health issues.,"Feeling: stress, anxiety, overwhelm","Leading to: increased absenteeism, decreased productivity, missed deadlines","Creates perception of being: unreliable, underperforming, inconsistent",Mental & emotional,"decreased productivity, absenteeism, mental health","wellness programs, flexible schedules, support networks"
Career Advancement Impact,Challenges affecting career trajectory and advancement.,My career growth is hindered by these challenges.,"Issues such as inadequate support, training, or personal difficulties can significantly impede career progression and advancement opportunities.","Feeling: frustration, disappointment, stress","Leading to: reduced employee retention, lower morale, decreased motivation","Creates perception of being: unmotivated, underperforming, disengaged",Career,"career challenges, lack of advancement, performance issues","mentorship programs, professional development, equal opportunity"
Insufficient Feedback,Receiving inadequate feedback.,I don’t get enough feedback to improve.,"Lack of constructive feedback can hinder personal growth, skill development, and job performance.","Feeling: frustration, confusion, under-appreciation","Leading to: decreased productivity, poor communication, lowered morale","Creates perception of being: unmotivated, inefficient, disengaged",Social & communication,"performance issues, communication barriers, career challenges","clear communication, peer reviews, mentorship programs"
Inadequate Leadership Support,Receiving insufficient supervision and leadership support.,I lack the support I need from leadership.,"Poor supervision and lack of leadership support can result in unclear expectations, low morale, and hindered professional development.","Feeling: frustration, insecurity, neglect","Leading to: decreased productivity, lowered morale, increased turnover rates","Creates perception of being: disengaged, demotivated, frustrated",Social & communication,"leadership issues, career challenges, decreased productivity","leadership training, mentorship programs, clear communication"
Insufficient Training,Receiving inadequate training as a new employee.,I didn't get enough training when I started.,"Inadequate training can lead to poor performance, low confidence, and increased errors, particularly for new employees.","Feeling: insecurity, stress, inadequacy","Leading to: increased errors, decreased productivity, higher turnover rates","Creates perception of being: unproductive, unreliable, inefficient","Technology, Life","training, onboarding challenges, performance issues","training programs, onboarding processes, mentorship programs"
Mental Health Decline,"Rising anxiety, depression, or burnout levels among employees.",I'm feeling overwhelmed by constant anxiety and depression.,"Facing increased levels of anxiety, depression, and burnout due to work pressures.","Feeling: anxiety, burnout, hopelessness","Leading to: decreased productivity, increased absenteeism, lower employee engagement","Creates perception of being: overwhelmed, disengaged, unproductive",Mental & emotional,"anxiety, burnout, emotional distress, mental health","stress management, mental health support, emotional support, wellness programs"
Financial Anxiety,Heightened financial strain causing anxiety among employees.,Financial worries are constantly on my mind and it's affecting my work.,"Experiencing increased financial strain, leading to heightened anxiety and distraction.","Feeling: stress, anxiety, insecurity","Leading to: decreased productivity, increased absenteeism, lowered morale","Creates perception of being: distracted, stressed, insecure","Mental & emotional, Life","anxiety, financial strain, stress, mental health","financial counselling, stress management, mental health support, career guidance"
Severe Meltdowns,Greater intensity of emotional meltdowns or shutdowns.,My meltdowns are becoming more intense and harder to manage at work.,"Encountering more intense emotional meltdowns or shutdowns, disrupting work and wellbeing.","Feeling: overwhelm, frustration, exhaustion","Leading to: increased errors, decreased productivity, poor communication","Creates perception of being: emotionally unstable, erratic, unreliable","Mental & emotional, Sensory & focus","stress, emotional distress, anxiety, mental health","stress management, emotional support, mental health support, safe environment"
Elevated Stress Levels,"Higher levels of stress, anxiety, or depression among staff.",The constant stress and anxiety are taking a toll on my mental health.,"Experiencing increased levels of stress, anxiety, or depression, affecting work performance.","Feeling: stress, anxiety, depression","Leading to: decreased productivity, increased absenteeism, higher turnover rates","Creates perception of being: overwhelmed, disengaged, unproductive",Mental & emotional,"stress, anxiety, depression, mental health","stress management, mental health support, wellness programs, flexible schedules"
Frequent Meltdowns,More frequent occurrences of emotional meltdowns or shutdowns.,"I'm having meltdowns more often, which is affecting my work.","Suffering from more frequent emotional meltdowns or shutdowns, hindering productivity.","Feeling: overwhelm, frustration, anxiety","Leading to: decreased productivity, increased errors, increased absenteeism","Creates perception of being: emotionally unstable, unreliable, erratic","Mental & emotional, Sensory & focus","stress, emotional distress, anxiety, mental health","stress management, emotional support, mental health support, safe environment"
Chronic Health Risks,Higher risk of chronic health issues due to neglected self-care.,I'm worried my lack of self-care is leading to chronic health problems.,Facing increased risk of chronic health conditions from neglecting self-care habits.,"Feeling: anxiety, stress, neglect","Leading to: increased absenteeism, higher turnover rates, increased operational costs","Creates perception of being: unhealthy, unreliable, overwhelmed","Physical, Mental & emotional","chronic illness, stress, anxiety, health and well-being","wellness programs, mental health support, health awareness, flexible schedules"
Stress-Related Illnesses,Greater susceptibility to stress-induced illnesses and pain.,Stress is causing me chronic pain and sleep issues.,"Experiencing stress-related illnesses, chronic pain, or sleep disturbances due to work stress.","Feeling: stress, exhaustion, anxiety","Leading to: increased absenteeism, decreased productivity, higher turnover rates","Creates perception of being: unhealthy, overwhelmed, unreliable","Physical, Mental & emotional","chronic pain, stress, anxiety, health and well-being","stress management, wellness programs, mental health support, ergonomic adjustments"
Rigid Work Hours,Difficulty coping with inflexible work hours.,The rigid work hours make it hard for me to balance my life and work.,"Struggling with inflexible work hours, affecting work-life balance and personal commitments.","Feeling: stress, frustration, overwhelm","Leading to: increased absenteeism, decreased productivity, lower morale","Creates perception of being: unmotivated, overwhelmed, disengaged","Life, Social & communication","work-life balance, scheduling challenges, stress, personal commitments","flexible schedules, work-life balance initiatives, organisational planning, support networks"
Inflexible Schedules,Challenges due to non-flexible working schedules.,The lack of schedule flexibility is making my work-life balance difficult.,"Facing challenges with inflexible working schedules, impacting personal life and productivity.","Feeling: stress, frustration, burnout","Leading to: increased absenteeism, decreased productivity, higher turnover rates","Creates perception of being: unmotivated, overwhelmed, disengaged","Life, Social & communication","work-life balance, scheduling challenges, stress, personal commitments","flexible schedules, work-life balance initiatives, organisational planning, support networks"
Grieving at Work,Navigating grief in the workplace for bereaved individuals.,It's hard to manage my grief while trying to keep up with work.,Struggling to cope with grief while maintaining work responsibilities and interactions.,"Feeling: grief, sadness, overwhelm","Leading to: decreased productivity, increased absenteeism, lower morale","Creates perception of being: withdrawn, distracted, unapproachable","Mental & emotional, Social & communication","grief, emotional distress, mental health, workplace culture issues","emotional support, mental health support, flexible schedules, supportive environment"
Information Processing,Difficulty processing information effectively.,I struggle to process information quickly.,"Challenges in processing information can lead to misunderstandings, errors, and decreased productivity, affecting job performance.","Feeling: confusion, frustration, stress","Leading to: increased errors, decreased productivity, poor decision making","Creates perception of being: inefficient, inattentive, slow",Cognitive,"comprehension difficulties, cognitive challenges, attention issues","cognitive support, training programs, organisational tools"
Sleep Disturbances,"Experiencing insomnia, nightmares, or restless sleep.",My sleep issues affect my daily performance.,"Poor sleep quality can lead to fatigue, decreased concentration, and reduced productivity, impacting overall work performance.","Feeling: exhaustion, stress, frustration","Leading to: increased absenteeism, decreased productivity, higher error rates","Creates perception of being: lethargic, inattentive, unreliable","Physical, Mental & emotional","chronic illness, fatigue, stress","wellness programs, sleep management, flexible schedules"
Community Integration,Difficulty integrating into a new community.,I find it hard to fit into my new community.,"Adjusting to a new community can be challenging, leading to feelings of isolation and hindering social and professional integration.","Feeling: isolation, anxiety, apprehension","Leading to: decreased collaboration, lower morale, higher turnover rates","Creates perception of being: aloof, withdrawn, unapproachable",Social & communication,"social difficulties, isolation, cultural misunderstandings","community building, inclusive hiring, peer support"
Intellectual Disability,Managing work with an intellectual disability.,My intellectual disability makes work challenging.,"Intellectual disabilities can impact learning, problem-solving, and communication skills, requiring tailored support and accommodations.","Feeling: inadequacy, stress, frustration","Leading to: increased errors, decreased productivity, higher support needs","Creates perception of being: inefficient, unreliable, unproductive",Mental & emotional,"cognitive challenges, accessibility, learning difficulties","accommodation, assistive technology, cognitive support"
Emotional Distress,Experiencing intense emotional distress and anxiety.,My anxiety and distress impact my work.,"Severe emotional distress and anxiety can interfere with concentration, decision-making, and overall job performance.","Feeling: anxiety, overwhelm, stress","Leading to: decreased productivity, increased absenteeism, lowered morale","Creates perception of being: emotionally unstable, unreliable, overwhelmed",Mental & emotional,"anxiety, emotional distress, mental health","mental health support, stress management, professional counselling"
Moving Stress,Strain in interpersonal relationships due to the stress of moving house.,Moving house stresses my relationships.,"The stress of moving can strain personal relationships, leading to emotional distraction and decreased focus at work.","Feeling: stress, frustration, overwhelm","Leading to: decreased productivity, increased conflict, higher absenteeism","Creates perception of being: distracted, irritable, disengaged",Social & communication,"life challenges, emotional distress, stress","emotional support, stress management, flexible schedules"
Intersectional Discrimination,Facing discrimination as a transgender individual.,I face discrimination because I’m transgender.,"Transgender individuals may experience multiple layers of discrimination, affecting their mental health, job satisfaction, and performance.","Feeling: alienation, anxiety, stress","Leading to: increased turnover rates, lower morale, higher absenteeism","Creates perception of being: withdrawn, defensive, alienated",Social & communication,"discrimination, social difficulties, mental health","awareness training, equal opportunity, inclusive hiring"
Involuntary Tics,Experiencing involuntary physical or vocal tics.,My tics are beyond my control and distracting.,"Involuntary tics can be disruptive and may cause self-consciousness and stress, impacting concentration and interactions with coworkers.","Feeling: embarrassment, stress, anxiety","Leading to: increased absenteeism, decreased productivity, poor communication","Creates perception of being: disruptive, unprofessional, unreliable",Sensory & focus,"sensory challenges, anxiety, stress","noise management, stress management, awareness training"
Isolation and Inefficiency,Feeling isolated and inefficient in work tasks.,I feel isolated and inefficient at work.,"Isolation can lead to feelings of inefficiency and disengagement, negatively impacting job performance and workplace relationships.","Feeling: isolation, frustration, inadequacy","Leading to: decreased productivity, increased absenteeism, lower morale","Creates perception of being: unproductive, disengaged, inefficient",Mental & emotional,"isolation, decreased productivity, emotional distress","support networks, peer support, clear communication"
Alienation from Loved Ones,Feeling isolated or alienated from loved ones.,I feel cut off from my loved ones.,"Separation from loved ones can cause emotional distress, leading to decreased focus, motivation, and overall job performance.","Feeling: isolation, loneliness, sadness","Leading to: decreased productivity, higher absenteeism, lower morale","Creates perception of being: distracted, withdrawn, demotivated",Mental & emotional,"emotional distress, isolation, life challenges","emotional support, support networks, flexible schedules"
Women's Health Barriers,Impacting women's health and productivity.,Health issues reduce my productivity.,"Facing health issues that hinder work performance and overall productivity, affecting women uniquely and disproportionately.","Feeling: stress, frustration, anxiety","Leading to: decreased productivity, higher turnover rates, increased absenteeism","Creates perception of being: unreliable, unproductive, disengaged","Physical, Mental & emotional","health and well-being, decreased productivity, exclusion","accessibility and inclusion, wellness programs, equal opportunity, emotional support"
Job Insecurity,Concerns over job security due to automation and tech advancements.,I'm worried I'll lose my job to automation.,"Fear of job loss due to advancements in technology, causing stress and uncertainty about future employment stability.","Feeling: insecurity, anxiety, stress","Leading to: decreased motivation, higher turnover rates, reduced employee retention","Creates perception of being: distracted, unmotivated, insecure","Mental & emotional, Technology","anxiety, job rejection, recruitment bias, performance anxiety","stress management, mental health support, career guidance, mentorship programs"
Employment Instability,"Experiencing job loss, reduced hours, or legal expenses.",Job loss or reduced hours is financially crippling.,"Dealing with financial instability due to job loss, reduced work hours, or unexpected legal expenses.","Feeling: anxiety, despair, stress","Leading to: increased absenteeism, decreased productivity, higher turnover rates","Creates perception of being: unreliable, stressed, overwhelmed","Mental & emotional, Life","anxiety, high stress levels, job rejection, financial strain","stress management, financial planning, career guidance, emotional support"
Job Performance,Challenges with maintaining job performance.,I struggle to meet job performance expectations.,"Difficulty in achieving job performance standards, leading to stress and potential job insecurity.","Feeling: inadequacy, stress, frustration","Leading to: decreased productivity, lowered morale, increased errors","Creates perception of being: underperforming, unreliable, inconsistent",Mental & emotional,"performance issues, anxiety, decreased productivity, performance anxiety","performance reviews, professional development, clear communication, mentorship programs"
Musculoskeletal Pain,Suffering from joint pain and muscle aches.,My joint pain affects my ability to work efficiently.,Persistent joint pain and muscle aches impact daily work activities and overall comfort at the workplace.,"Feeling: discomfort, frustration, exhaustion","Leading to: increased absenteeism, decreased productivity, higher turnover rates","Creates perception of being: lethargic, unreliable, unproductive",Physical,"chronic pain, health and well-being, discomfort at work, physical barriers","ergonomic adjustments, wellness programs, accessibility, physical conditioning"
Caregiver Responsibilities,Balancing professional responsibilities with caregiving duties.,Juggling work and caregiving is overwhelming.,"Struggling to manage work demands alongside caregiving responsibilities, leading to stress and time management issues.","Feeling: overwhelm, stress, guilt","Leading to: decreased productivity, higher turnover rates, increased absenteeism","Creates perception of being: unreliable, distracted, overwhelmed","Life, Social & communication","high stress levels, time management problems, anxiety, family responsibilities","flexible schedules, support networks, stress management, childcare support"
Kneeling Discomfort,Difficulty performing tasks that require kneeling.,Kneeling for tasks causes me discomfort.,"Physical discomfort and pain when required to kneel for certain tasks, affecting work performance and efficiency.","Feeling: discomfort, frustration, pain","Leading to: increased absenteeism, decreased productivity, higher turnover rates","Creates perception of being: unproductive, unreliable, disengaged",Physical,"physical barriers, chronic pain, discomfort at work, mobility challenges","ergonomic adjustments, accessibility, wellness programs, physical conditioning"
Childcare Access,"Lack of access to affordable, high-quality childcare.",Lack of childcare options affects my work attendance.,"Difficulty finding reliable and affordable childcare, impacting work attendance and performance.","Feeling: stress, anxiety, overwhelm","Leading to: increased absenteeism, decreased productivity, higher turnover rates","Creates perception of being: unreliable, distracted, overwhelmed","Life, Social & communication","high stress levels, time management problems, anxiety, family responsibilities","childcare support, flexible schedules, support networks, stress management"
Healthcare Access,Limited access to healthcare and wellness resources.,I can't access the healthcare I need to stay healthy.,"Facing barriers to obtaining necessary healthcare and wellness services, impacting overall health and work performance.","Feeling: stress, frustration, neglect","Leading to: increased absenteeism, decreased productivity, higher turnover rates","Creates perception of being: unproductive, unreliable, overwhelmed","Physical, Mental & emotional","health and well-being, chronic illness, decreased productivity, exclusion","accessibility and inclusion, wellness programs, equal opportunity, health benefits"
Mentorship Gaps,Lack of mentors and sponsors for career support.,I don't have guidance for my career growth.,"Struggling with career development due to a lack of access to mentors and sponsors, affecting professional growth opportunities.","Feeling: isolation, frustration, inadequacy","Leading to: decreased motivation, lower employee engagement, reduced employee retention","Creates perception of being: unmotivated, disengaged, underperforming",Social & communication,"career challenges, isolation, lack of advancement, exclusion","mentorship programs, professional development, inclusive hiring, equal opportunity"
Development Access,Limited access to professional development opportunities.,I lack opportunities for professional growth.,The absence of professional development options can hinder skill enhancement and career progression.,"Feeling: frustration, disappointment, stagnation","Leading to: decreased motivation, lower employee engagement, reduced employee retention","Creates perception of being: underperforming, disengaged, unmotivated",Career,"career challenges, lack of advancement, skill gaps","professional development, mentorship programs, equal opportunity"
Limited Autonomy,Having little control or autonomy over work tasks.,I don't have control over my work.,"Lack of autonomy can lead to decreased job satisfaction, motivation, and creativity.","Feeling: frustration, helplessness, dissatisfaction","Leading to: decreased productivity, lower morale, increased turnover rates","Creates perception of being: disengaged, demotivated, unproductive",Mental & emotional,"autonomy issues, decreased productivity, motivation issues","flexible schedules, organisational tools, clear communication"
Career Stagnation,Few opportunities for career advancement.,I see no room for career growth here.,"Limited chances for advancement can cause employees to feel stuck and undervalued, affecting morale and retention.","Feeling: frustration, disappointment, hopelessness","Leading to: reduced employee retention, lower morale, decreased motivation","Creates perception of being: unmotivated, disengaged, stagnant",Career,"lack of advancement, career challenges, motivation issues","mentorship programs, equal opportunity, professional development"
Legal Protection Issues,Lack of clear legal recourse or protections against workplace discrimination or harassment.,I don’t feel protected against workplace harassment.,"Insufficient legal protections can create an unsafe and hostile work environment, discouraging reporting of issues and eroding trust in the organisation.","Feeling: fear, insecurity, stress","Leading to: increased legal risks, higher turnover rates, lower morale","Creates perception of being: distrustful, anxious, defensive",Social & communication,"discrimination, workplace conflicts, legal risks","equal opportunity, awareness training, clear policies"
Diversity Deficiency,Lack of diversity and inclusion in the workplace.,Our workplace lacks diversity and inclusion.,"An environment lacking diversity and inclusion can lead to a homogenous culture, reducing creativity and alienating minority groups.","Feeling: isolation, alienation, frustration","Leading to: decreased innovation, increased turnover rates, lower employee engagement","Creates perception of being: disengaged, detached, demotivated",Social & communication,"diversity issues, inclusion, cultural misunderstandings","inclusive hiring, awareness training, equal opportunity"
Recognition Deficit,Receiving insufficient feedback and recognition.,I don’t get enough recognition for my work.,"A lack of feedback and recognition can demotivate employees, affecting their performance and job satisfaction.","Feeling: under-appreciation, frustration, demotivation","Leading to: decreased productivity, lower morale, higher turnover rates","Creates perception of being: underperforming, unmotivated, disengaged",Mental & emotional,"recognition issues, performance issues, career challenges","clear communication, recognition programs, peer reviews"
Inflexible Work Arrangements,Limited flexibility in work arrangements.,I need more flexibility in my work schedule.,"Rigid work schedules can negatively impact work-life balance, leading to stress and lower job satisfaction.","Feeling: stress, overwhelm, frustration","Leading to: increased absenteeism, higher turnover rates, decreased productivity","Creates perception of being: overwhelmed, unmotivated, disengaged",Life,"work-life balance, stress, absenteeism","flexible schedules, remote work options, wellness programs"
Limited Healthcare Coverage,Lack of inclusive healthcare coverage or limited resources.,My healthcare coverage doesn’t meet my needs.,"Insufficient healthcare coverage can lead to untreated health issues, affecting attendance and productivity.","Feeling: stress, frustration, insecurity","Leading to: increased absenteeism, decreased productivity, higher turnover rates","Creates perception of being: disengaged, stressed, overwhelmed",Life,"healthcare issues, absenteeism, stress","inclusive healthcare, wellness programs, support networks"
LGBTQ+ Policy Gaps,Lack of inclusive policies for LGBTQ+ employees.,LGBTQ+ policies here are lacking.,"Inadequate LGBTQ+ policies can result in discrimination and a non-inclusive environment, affecting morale and retention.","Feeling: isolation, insecurity, stress","Leading to: increased turnover rates, lower employee engagement, reduced morale","Creates perception of being: detached, withdrawn, unapproachable",Social & communication,"discrimination, inclusion, workplace conflicts","inclusive policies, equal opportunity, awareness training"
New Employee Inefficiency,Inefficiency of new employees due to inadequate training or onboarding processes.,New employees aren’t efficient enough.,"Inefficiency among new hires can result from poor training, leading to increased errors, low productivity, and extended adjustment periods.","Feeling: frustration, overwhelm, inadequacy","Leading to: increased errors, decreased productivity, higher turnover rates","Creates perception of being: inefficient, unreliable, unproductive","Technology, Life","training, onboarding challenges, performance issues","training programs, onboarding processes, mentorship programs"
Lack of Recognition,Not receiving sufficient acknowledgment for contributions.,I feel undervalued and overlooked at work.,"Experiencing a lack of acknowledgment for achievements and efforts, leading to decreased motivation and morale.","Feeling: disappointment, frustration, under-appreciation","Leading to: decreased motivation, lower morale, reduced employee retention","Creates perception of being: disengaged, unmotivated, underperforming",Mental & emotional,"underemployment, decreased productivity, emotional distress","clear communication, recognition programs, wellness programs"
Absence of Role Models,"Missing mentors, perpetuating stereotypes that limit women's progress.",There are no leaders here who I can look up to as a woman.,The absence of mentors and role models in the workplace reinforces biases and hinders career advancement for women.,"Feeling: alienation, inadequacy, frustration","Leading to: reduced employee retention, decreased motivation, decreased leadership effectiveness","Creates perception of being: unmotivated, disengaged, withdrawn",Social & communication,"career challenges, discrimination, exclusion","mentorship programs, diverse hiring, professional development"
